ue_id,cell_id,rsrp,sinr,failure_type,timestamp,source_cell,target_cell,serving_rsrp,target_rsrp,serving_sinr,target_sinr,serving_rsrq,target_rsrq,event_type,measurement_event,ho_type,failure_stage,speed_kmph,beam_id,beam_id_target,pci_source,pci_target,time_to_trigger_ms,hysteresis_db,xn_latency_ms,packet_loss_pct,t310_expiry,rlf_detected,result,neighbor_relation_status,missing_neighbor,rca_scenarios
UE10081,XYZ403,-97.0,2.0,SUCCESS,2026-07-01T16:06:24+00:00,XYZ403,XYZ401,-97.0,-92.0,2.0,2.0,-113.0,-108.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,6,6,103,101,160,2.0,27.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10640,XYZ405,-123.0,-4.0,SUCCESS,2026-07-01T16:07:01+00:00,XYZ405,XYZ404,-123.0,-117.0,-4.0,-5.0,-145.0,-140.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,4,4,105,104,80,0.0,37.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10285,XYZ410,-116.0,-3.0,SUCCESS,2026-07-01T16:07:42+00:00,XYZ410,XYZ409,-116.0,-112.0,-3.0,-3.0,-137.0,-133.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,1,1,110,109,120,2.0,20.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10381,XYZ401,-125.0,17.0,SUCCESS,2026-07-01T16:03:51+00:00,XYZ401,XYZ402,-125.0,-119.0,17.0,18.0,-128.0,-122.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,2,2,101,102,40,0.0,35.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10864,XYZ403,-83.0,-2.0,SUCCESS,2026-07-01T16:08:11+00:00,XYZ403,XYZ404,-83.0,-80.0,-2.0,-2.0,-103.0,-100.0,HANDOVER,A3,INTRA_NR,SUCCESS,29.0,4,4,103,104,160,2.0,24.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10791,XYZ403,-100.0,14.0,SUCCESS,2026-07-01T16:07:17+00:00,XYZ403,XYZ402,-100.0,-98.0,14.0,14.0,-104.0,-102.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,5,5,103,102,160,2.0,33.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10269,XYZ405,-114.0,5.0,SUCCESS,2026-07-01T16:05:32+00:00,XYZ405,XYZ404,-114.0,-112.0,5.0,5.0,-127.0,-125.0,HANDOVER,A3,INTRA_NR,SUCCESS,37.0,5,5,105,104,80,0.0,39.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10291,XYZ403,-112.0,-1.0,SUCCESS,2026-07-01T16:09:32+00:00,XYZ403,XYZ401,-112.0,-108.0,-1.0,-1.0,-131.0,-127.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,7,7,103,101,160,2.0,24.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10452,XYZ409,-101.0,0.0,SUCCESS,2026-07-01T16:11:28+00:00,XYZ409,XYZ408,-101.0,-96.0,0.0,-1.0,-119.0,-115.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,4,4,109,108,80,1.0,27.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10714,XYZ401,-118.0,20.0,SUCCESS,2026-07-01T16:07:25+00:00,XYZ401,XYZ402,-118.0,-112.0,20.0,20.0,-121.0,-115.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,7,7,101,102,40,0.0,29.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10023,XYZ404,-83.0,1.0,SUCCESS,2026-07-01T16:08:44+00:00,XYZ404,XYZ403,-83.0,-80.0,1.0,2.0,-100.0,-96.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,3,3,104,103,40,2.0,39.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10955,XYZ410,-122.0,20.0,SUCCESS,2026-07-01T16:10:06+00:00,XYZ410,XYZ409,-122.0,-116.0,20.0,21.0,-125.0,-119.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,8,8,110,109,120,2.0,25.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10862,XYZ410,-98.0,3.0,SUCCESS,2026-07-01T16:11:24+00:00,XYZ410,XYZ408,-98.0,-96.0,3.0,2.0,-113.0,-112.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,3,3,110,108,120,2.0,17.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10310,XYZ404,-119.0,21.0,SUCCESS,2026-07-01T16:12:33+00:00,XYZ404,XYZ406,-119.0,-113.0,21.0,20.0,-122.0,-116.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,6,6,104,106,40,2.0,37.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10460,XYZ401,-116.0,6.0,SUCCESS,2026-07-01T16:15:03+00:00,XYZ401,XYZ402,-116.0,-113.0,6.0,5.0,-128.0,-126.0,HANDOVER,A3,INTRA_NR,SUCCESS,32.0,4,4,101,102,40,0.0,35.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10207,XYZ402,-90.0,24.0,TOO_EARLY_HO,2026-07-01T16:14:39+00:00,XYZ402,XYZ403,-90.0,-84.0,24.0,20.0,-93.0,-87.0,HANDOVER,A3,INTRA_NR,HO_DECISION,91.0,5,4,102,103,80,1.0,52.0,0.15,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10791,XYZ401,-124.0,-10.0,TOO_LATE_HO,2026-07-01T16:14:04+00:00,XYZ401,XYZ403,-124.0,-135.0,-10.0,-12.0,-152.0,-165.0,HANDOVER,A5,INTRA_NR,HO_DECISION,13.0,5,6,101,103,40,0.0,55.0,0.15,False,False,FAILURE,MISSING,True,too_late_handover|mobility_configuration_issue|missing_neighbor|coverage_induced_ho_failure|interference_induced_ho_failure
UE10716,XYZ406,-100.0,18.0,TOO_LATE_HO,2026-07-01T16:12:19+00:00,XYZ406,XYZ405,-100.0,-118.0,18.0,15.0,-103.0,-121.0,HANDOVER,A5,INTRA_NR,HO_DECISION,7.0,7,4,106,105,120,1.0,56.0,0.3,False,False,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|coverage_induced_ho_failure
UE10663,XYZ403,-76.0,-7.0,SUCCESS,2026-07-01T16:16:33+00:00,XYZ403,XYZ401,-76.0,-72.0,-7.0,-7.0,-101.0,-97.0,HANDOVER,A3,INTRA_NR,SUCCESS,43.0,7,7,103,101,160,2.0,33.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10437,XYZ407,-112.0,12.0,SUCCESS,2026-07-01T16:15:11+00:00,XYZ407,XYZ409,-112.0,-109.0,12.0,13.0,-118.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,25.0,5,5,107,109,160,2.0,31.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10537,XYZ405,-110.0,17.0,SUCCESS,2026-07-01T16:15:55+00:00,XYZ405,XYZ407,-110.0,-108.0,17.0,18.0,-113.0,-111.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,5,5,105,107,80,0.0,20.0,0.35,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10705,XYZ409,-83.0,5.0,SUCCESS,2026-07-01T16:18:10+00:00,XYZ409,XYZ408,-83.0,-78.0,5.0,6.0,-96.0,-90.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,7,7,109,108,80,1.0,19.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10335,XYZ407,-84.0,1.0,PREP_FAILURE,2026-07-01T16:15:52+00:00,XYZ407,XYZ409,-84.0,-100.0,1.0,-3.0,-101.0,-121.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,35.0,4,8,107,109,160,2.0,108.0,3.6,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|xn_transport_failure
UE10421,XYZ404,-109.0,10.0,TOO_LATE_HO,2026-07-01T16:18:26+00:00,XYZ404,XYZ406,-109.0,-124.0,10.0,7.0,-117.0,-135.0,HANDOVER,A5,INTRA_NR,HO_DECISION,16.0,5,8,104,106,40,2.0,33.0,0.15,True,False,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|coverage_induced_ho_failure
UE10749,XYZ405,-80.0,6.0,SUCCESS,2026-07-01T16:19:48+00:00,XYZ405,XYZ406,-80.0,-74.0,6.0,6.0,-92.0,-86.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,8,8,105,106,80,0.0,25.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10320,XYZ405,-104.0,2.0,SUCCESS,2026-07-01T16:18:30+00:00,XYZ405,XYZ406,-104.0,-102.0,2.0,3.0,-120.0,-117.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,4,4,105,106,80,0.0,37.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10496,XYZ405,-122.0,21.0,SUCCESS,2026-07-01T16:22:31+00:00,XYZ405,XYZ406,-122.0,-120.0,21.0,22.0,-125.0,-123.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,5,5,105,106,80,0.0,31.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10586,XYZ410,-107.0,4.0,SUCCESS,2026-07-01T16:18:40+00:00,XYZ410,XYZ408,-107.0,-104.0,4.0,3.0,-121.0,-119.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,5,5,110,108,120,2.0,26.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10946,XYZ409,-124.0,1.0,PING_PONG,2026-07-01T16:23:38+00:00,XYZ409,XYZ408,-124.0,-126.0,1.0,-3.0,-141.0,-147.0,HANDOVER,A3,INTRA_NR,POST_HO,53.0,4,8,109,108,80,1.0,37.0,1.8,True,False,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10162,XYZ410,-87.0,4.0,N2_FAILURE,2026-07-01T16:22:15+00:00,XYZ410,XYZ408,-87.0,-99.0,4.0,1.0,-101.0,-116.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,48.0,6,3,110,108,120,2.0,48.0,4.4,False,False,FAILURE,ACTIVE,False,handover_preparation_failure
UE10810,XYZ403,-117.0,23.0,SUCCESS,2026-07-01T16:23:43+00:00,XYZ403,XYZ402,-117.0,-113.0,23.0,23.0,-120.0,-116.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,4,4,103,102,160,2.0,17.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10540,XYZ406,-107.0,-5.0,SUCCESS,2026-07-01T16:21:58+00:00,XYZ406,XYZ408,-107.0,-101.0,-5.0,-4.0,-130.0,-123.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,3,3,106,108,120,1.0,38.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10164,XYZ408,-110.0,6.0,SUCCESS,2026-07-01T16:26:19+00:00,XYZ408,XYZ407,-110.0,-104.0,6.0,5.0,-122.0,-117.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,7,7,108,107,40,0.0,33.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10848,XYZ409,-101.0,9.0,SUCCESS,2026-07-01T16:23:12+00:00,XYZ409,XYZ408,-101.0,-96.0,9.0,8.0,-110.0,-106.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,6,6,109,108,80,1.0,15.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10697,XYZ407,-78.0,-2.0,PREP_FAILURE,2026-07-01T16:24:39+00:00,XYZ407,XYZ409,-78.0,-87.0,-2.0,-5.0,-98.0,-110.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,48.0,4,6,107,109,160,2.0,41.0,5.9,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|interference_induced_ho_failure
UE10565,XYZ403,-108.0,-6.0,SUCCESS,2026-07-01T16:27:32+00:00,XYZ403,XYZ401,-108.0,-103.0,-6.0,-6.0,-132.0,-127.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,2,2,103,101,160,2.0,16.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10294,XYZ401,-103.0,12.0,SUCCESS,2026-07-01T16:26:36+00:00,XYZ401,XYZ402,-103.0,-97.0,12.0,13.0,-109.0,-102.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,8,8,101,102,40,0.0,24.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10041,XYZ404,-105.0,22.0,SUCCESS,2026-07-01T16:26:48+00:00,XYZ404,XYZ402,-105.0,-102.0,22.0,22.0,-108.0,-105.0,HANDOVER,A3,INTRA_NR,SUCCESS,29.0,7,7,104,102,40,2.0,34.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10923,XYZ406,-115.0,3.0,PREP_FAILURE,2026-07-01T16:25:26+00:00,XYZ406,XYZ405,-115.0,-126.0,3.0,1.0,-130.0,-143.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,38.0,6,4,106,105,120,1.0,59.0,8.7,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|coverage_induced_ho_failure
UE10284,XYZ403,-87.0,6.0,SUCCESS,2026-07-01T16:28:19+00:00,XYZ403,XYZ402,-87.0,-81.0,6.0,5.0,-99.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,6,6,103,102,160,2.0,23.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10938,XYZ401,-85.0,8.0,N2_FAILURE,2026-07-01T16:29:35+00:00,XYZ401,XYZ403,-85.0,-91.0,8.0,6.0,-95.0,-103.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,41.0,8,2,101,103,40,0.0,63.0,7.4,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor
UE10386,XYZ406,-122.0,22.0,N2_FAILURE,2026-07-01T16:30:58+00:00,XYZ406,XYZ408,-122.0,-128.0,22.0,19.0,-125.0,-131.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,46.0,2,7,106,108,120,1.0,44.0,3.0,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|coverage_induced_ho_failure
UE10137,XYZ401,-101.0,-10.0,PING_PONG,2026-07-01T16:29:32+00:00,XYZ401,XYZ403,-101.0,-104.0,-10.0,-13.0,-129.0,-135.0,HANDOVER,A3,INTRA_NR,POST_HO,55.0,5,6,101,103,40,0.0,48.0,3.2,True,True,FAILURE,MISSING,True,ping_pong_handover|mobility_configuration_issue|missing_neighbor|post_ho_rlf|interference_induced_ho_failure|beam_instability
UE10186,XYZ409,-94.0,2.0,SUCCESS,2026-07-01T16:32:44+00:00,XYZ409,XYZ408,-94.0,-92.0,2.0,2.0,-110.0,-108.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,3,3,109,108,80,1.0,38.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10909,XYZ401,-96.0,16.0,SUCCESS,2026-07-01T16:30:42+00:00,XYZ401,XYZ402,-96.0,-90.0,16.0,17.0,-99.0,-93.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,4,4,101,102,40,0.0,26.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10715,XYZ406,-81.0,-5.0,SUCCESS,2026-07-01T16:31:25+00:00,XYZ406,XYZ404,-81.0,-78.0,-5.0,-6.0,-104.0,-102.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,3,3,106,104,120,1.0,28.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10430,XYZ401,-100.0,-5.0,SUCCESS,2026-07-01T16:33:34+00:00,XYZ401,XYZ403,-100.0,-98.0,-5.0,-6.0,-123.0,-122.0,HANDOVER,A3,INTRA_NR,SUCCESS,45.0,8,8,101,103,40,0.0,19.0,0.0,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10553,XYZ407,-90.0,22.0,TOO_EARLY_HO,2026-07-01T16:33:11+00:00,XYZ407,XYZ405,-90.0,-83.0,22.0,19.0,-93.0,-86.0,HANDOVER,A3,INTRA_NR,HO_DECISION,84.0,7,4,107,105,160,2.0,54.0,0.4,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10861,XYZ403,-92.0,19.0,TOO_EARLY_HO,2026-07-01T16:31:16+00:00,XYZ403,XYZ404,-92.0,-86.0,19.0,16.0,-95.0,-89.0,HANDOVER,A3,INTRA_NR,HO_DECISION,91.0,7,1,103,104,160,2.0,26.0,0.1,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10415,XYZ406,-117.0,24.0,SUCCESS,2026-07-01T16:32:54+00:00,XYZ406,XYZ408,-117.0,-111.0,24.0,25.0,-120.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,8,8,106,108,120,1.0,29.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10799,XYZ407,-114.0,12.0,N2_FAILURE,2026-07-01T16:32:28+00:00,XYZ407,XYZ406,-114.0,-121.0,12.0,8.0,-120.0,-131.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,56.0,7,8,107,106,160,2.0,41.0,2.6,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|coverage_induced_ho_failure
UE10425,XYZ401,-124.0,-1.0,SUCCESS,2026-07-01T16:36:54+00:00,XYZ401,XYZ402,-124.0,-121.0,-1.0,-1.0,-143.0,-140.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,4,4,101,102,40,0.0,24.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10415,XYZ401,-88.0,8.0,SUCCESS,2026-07-01T16:34:45+00:00,XYZ401,XYZ403,-88.0,-84.0,8.0,8.0,-98.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,8,8,101,103,40,0.0,29.0,0.0,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10025,XYZ405,-121.0,17.0,SUCCESS,2026-07-01T16:37:22+00:00,XYZ405,XYZ406,-121.0,-117.0,17.0,16.0,-124.0,-120.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,6,6,105,106,80,0.0,25.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10370,XYZ406,-121.0,12.0,SUCCESS,2026-07-01T16:38:22+00:00,XYZ406,XYZ405,-121.0,-116.0,12.0,13.0,-127.0,-121.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,4,4,106,105,120,1.0,33.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10384,XYZ409,-104.0,-7.0,N2_FAILURE,2026-07-01T16:36:15+00:00,XYZ409,XYZ408,-104.0,-110.0,-7.0,-9.0,-129.0,-137.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,53.0,6,6,109,108,80,1.0,31.0,2.8,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|interference_induced_ho_failure
UE10055,XYZ401,-121.0,9.0,SUCCESS,2026-07-01T16:37:57+00:00,XYZ401,XYZ403,-121.0,-116.0,9.0,10.0,-130.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,4,4,101,103,40,0.0,37.0,0.15,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10252,XYZ404,-122.0,8.0,PING_PONG,2026-07-01T16:40:26+00:00,XYZ404,XYZ403,-122.0,-124.0,8.0,5.0,-132.0,-137.0,HANDOVER,A3,INTRA_NR,POST_HO,49.0,8,6,104,103,40,2.0,64.0,2.5,True,True,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10633,XYZ410,-117.0,16.0,SUCCESS,2026-07-01T16:37:42+00:00,XYZ410,XYZ409,-117.0,-112.0,16.0,16.0,-120.0,-115.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,1,1,110,109,120,2.0,21.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10105,XYZ408,-97.0,23.0,SUCCESS,2026-07-01T16:41:16+00:00,XYZ408,XYZ409,-97.0,-91.0,23.0,23.0,-100.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,37.0,6,6,108,109,40,0.0,17.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10129,XYZ410,-104.0,-7.0,SUCCESS,2026-07-01T16:42:13+00:00,XYZ410,XYZ409,-104.0,-100.0,-7.0,-6.0,-129.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,4,4,110,109,120,2.0,24.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10848,XYZ409,-99.0,-4.0,SUCCESS,2026-07-01T16:40:28+00:00,XYZ409,XYZ408,-99.0,-94.0,-4.0,-5.0,-121.0,-117.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,6,6,109,108,80,1.0,15.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10669,XYZ403,-116.0,-4.0,SUCCESS,2026-07-01T16:42:45+00:00,XYZ403,XYZ404,-116.0,-112.0,-4.0,-5.0,-138.0,-135.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,7,7,103,104,160,2.0,22.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10375,XYZ402,-110.0,15.0,SUCCESS,2026-07-01T16:44:03+00:00,XYZ402,XYZ403,-110.0,-104.0,15.0,16.0,-113.0,-107.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,6,6,102,103,80,1.0,38.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10742,XYZ404,-84.0,15.0,TOO_EARLY_HO,2026-07-01T16:42:21+00:00,XYZ404,XYZ406,-84.0,-76.0,15.0,13.0,-87.0,-81.0,HANDOVER,A3,INTRA_NR,HO_DECISION,84.0,4,5,104,106,40,2.0,27.0,0.0,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10966,XYZ402,-84.0,8.0,SUCCESS,2026-07-01T16:46:09+00:00,XYZ402,XYZ403,-84.0,-81.0,8.0,7.0,-94.0,-92.0,HANDOVER,A3,INTRA_NR,SUCCESS,25.0,4,4,102,103,80,1.0,25.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10307,XYZ401,-116.0,-2.0,SUCCESS,2026-07-01T16:45:49+00:00,XYZ401,XYZ403,-116.0,-113.0,-2.0,-3.0,-136.0,-134.0,HANDOVER,A3,INTRA_NR,SUCCESS,43.0,7,7,101,103,40,0.0,20.0,0.35,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10090,XYZ403,-120.0,9.0,PING_PONG,2026-07-01T16:44:17+00:00,XYZ403,XYZ401,-120.0,-119.0,9.0,6.0,-129.0,-131.0,HANDOVER,A3,INTRA_NR,POST_HO,63.0,4,2,103,101,160,2.0,32.0,2.2,True,True,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10392,XYZ407,-77.0,5.0,SUCCESS,2026-07-01T16:44:12+00:00,XYZ407,XYZ409,-77.0,-72.0,5.0,6.0,-90.0,-84.0,HANDOVER,A3,INTRA_NR,SUCCESS,25.0,1,1,107,109,160,2.0,37.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10533,XYZ401,-121.0,6.0,SUCCESS,2026-07-01T16:46:23+00:00,XYZ401,XYZ402,-121.0,-116.0,6.0,7.0,-133.0,-127.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,2,2,101,102,40,0.0,17.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10801,XYZ402,-120.0,11.0,SUCCESS,2026-07-01T16:45:43+00:00,XYZ402,XYZ403,-120.0,-118.0,11.0,12.0,-127.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,45.0,5,5,102,103,80,1.0,15.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10109,XYZ401,-79.0,2.0,PING_PONG,2026-07-01T16:48:31+00:00,XYZ401,XYZ402,-79.0,-82.0,2.0,0.0,-95.0,-100.0,HANDOVER,A3,INTRA_NR,POST_HO,57.0,7,1,101,102,40,0.0,33.0,2.4,True,False,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|beam_instability
UE10560,XYZ408,-101.0,1.0,N2_FAILURE,2026-07-01T16:46:39+00:00,XYZ408,XYZ409,-101.0,-109.0,1.0,-2.0,-118.0,-129.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,49.0,7,5,108,109,40,0.0,51.0,8.0,False,False,FAILURE,ACTIVE,False,handover_preparation_failure
UE10640,XYZ405,-76.0,-1.0,SUCCESS,2026-07-01T16:51:25+00:00,XYZ405,XYZ403,-76.0,-72.0,-1.0,0.0,-95.0,-90.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,4,4,105,103,80,0.0,37.0,0.0,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10584,XYZ408,-122.0,-10.0,SUCCESS,2026-07-01T16:49:22+00:00,XYZ408,XYZ410,-122.0,-116.0,-10.0,-10.0,-150.0,-144.0,HANDOVER,A3,INTRA_NR,SUCCESS,26.0,4,4,108,110,40,0.0,18.0,0.05,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10339,XYZ403,-86.0,21.0,TOO_EARLY_HO,2026-07-01T16:48:15+00:00,XYZ403,XYZ405,-86.0,-79.0,21.0,19.0,-89.0,-82.0,HANDOVER,A3,INTRA_NR,HO_DECISION,82.0,6,3,103,105,160,2.0,63.0,0.35,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10564,XYZ407,-78.0,19.0,TOO_LATE_HO,2026-07-01T16:52:26+00:00,XYZ407,XYZ408,-78.0,-95.0,19.0,17.0,-81.0,-98.0,HANDOVER,A5,INTRA_NR,HO_DECISION,9.0,5,5,107,108,160,2.0,35.0,0.4,True,False,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue
UE10978,XYZ408,-94.0,-3.0,N2_FAILURE,2026-07-01T16:50:46+00:00,XYZ408,XYZ410,-94.0,-102.0,-3.0,-5.0,-115.0,-125.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,45.0,5,1,108,110,40,0.0,46.0,3.5,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|interference_induced_ho_failure
UE10355,XYZ406,-91.0,10.0,N2_FAILURE,2026-07-01T16:53:02+00:00,XYZ406,XYZ407,-91.0,-103.0,10.0,7.0,-99.0,-114.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,52.0,6,8,106,107,120,1.0,30.0,5.1,False,False,FAILURE,ACTIVE,False,handover_preparation_failure
UE10891,XYZ407,-116.0,11.0,SUCCESS,2026-07-01T16:50:23+00:00,XYZ407,XYZ408,-116.0,-112.0,11.0,12.0,-123.0,-118.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,8,8,107,108,160,2.0,26.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10167,XYZ402,-92.0,7.0,SUCCESS,2026-07-01T16:53:07+00:00,XYZ402,XYZ403,-92.0,-88.0,7.0,7.0,-103.0,-99.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,2,2,102,103,80,1.0,37.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10556,XYZ408,-90.0,-9.0,N2_FAILURE,2026-07-01T16:53:28+00:00,XYZ408,XYZ407,-90.0,-102.0,-9.0,-11.0,-117.0,-131.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,44.0,4,2,108,107,40,0.0,59.0,2.6,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|interference_induced_ho_failure
