timestamp,cell_id,ue_id,issue_domain,event_type,result,cause,rsrp,sinr,cqi,target_cell,source_cell,dl_tp,prb_util,severity,alarm_name,module,event_code,message,details,beam_id,beam_health_score,beam_switch_rate
2026-07-01 07:02:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,10,,,171,,,,,,,ho_attempt=725 rach_attempt=212,,,
2026-07-01 07:02:00,XYZ409,,pm,PM_SNAPSHOT,FAIL,,,,15,,,362,,,,,,,ho_attempt=811 rach_attempt=780,,,
2026-07-01 07:03:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,10,,,458,,,,,,,ho_attempt=651 rach_attempt=863,,,
2026-07-01 07:03:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,13,,,723,,,,,,,ho_attempt=1189 rach_attempt=823,,,
2026-07-01 07:03:00,XYZ405,,pm,PM_SNAPSHOT,SUCCESS,,,,7,,,253,,,,,,,ho_attempt=823 rach_attempt=967,,,
2026-07-01 07:03:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,14,,,772,,,,,,,ho_attempt=722 rach_attempt=631,,,
2026-07-01 07:03:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,15,,,192,,,,,,,ho_attempt=812 rach_attempt=880,,,
2026-07-01 07:03:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,11,,,550,,,,,,,ho_attempt=599 rach_attempt=640,,,
2026-07-01 07:04:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,9,,,669,,,,,,,ho_attempt=1642 rach_attempt=703,,,
2026-07-01 07:04:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,3,,,211,,,,,,,ho_attempt=1296 rach_attempt=482,,,
2026-07-01 07:04:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,3,,,68,,,,,,,ho_attempt=1684 rach_attempt=482,,,
2026-07-01 07:04:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,15,,,243,,,,,,,ho_attempt=1215 rach_attempt=860,,,
2026-07-01 07:05:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,9,,,63,,,,,,,ho_attempt=1233 rach_attempt=212,,,
2026-07-01 07:05:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,8,,,370,,,,,,,ho_attempt=1686 rach_attempt=327,,,
2026-07-01 07:06:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,15,,,247,,,,,,,ho_attempt=501 rach_attempt=940,,,
2026-07-01 07:06:00,XYZ408,,pm,PM_SNAPSHOT,SUCCESS,,,,9,,,785,,,,,,,ho_attempt=926 rach_attempt=580,,,
2026-07-01 07:07:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,4,,,540,,,,,,,ho_attempt=1558 rach_attempt=493,,,
2026-07-01 08:00:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,12,,,709,,,,,,,ho_attempt=841 rach_attempt=868,,,
2026-07-01 08:00:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,1,,,722,,,,,,,ho_attempt=951 rach_attempt=682,,,
2026-07-01 08:00:00,XYZ409,,pm,PM_SNAPSHOT,FAIL,,,,9,,,753,,,,,,,ho_attempt=690 rach_attempt=972,,,
2026-07-01 08:00:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,10,,,178,,,,,,,ho_attempt=1656 rach_attempt=653,,,
2026-07-01 08:00:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,1,,,535,,,,,,,ho_attempt=645 rach_attempt=682,,,
2026-07-01 08:00:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,10,,,526,,,,,,,ho_attempt=870 rach_attempt=301,,,
2026-07-01 08:00:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,6,,,98,,,,,,,ho_attempt=697 rach_attempt=770,,,
2026-07-01 08:00:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,6,,,724,,,,,,,ho_attempt=1375 rach_attempt=697,,,
2026-07-01 08:00:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,1,,,317,,,,,,,ho_attempt=1909 rach_attempt=753,,,
2026-07-01 08:00:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,13,,,340,,,,,,,ho_attempt=1201 rach_attempt=599,,,
2026-07-01 08:01:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,14,,,414,,,,,,,ho_attempt=1349 rach_attempt=963,,,
2026-07-01 08:01:00,XYZ409,,pm,PM_SNAPSHOT,SUCCESS,,,,12,,,795,,,,,,,ho_attempt=656 rach_attempt=761,,,
2026-07-01 08:01:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,10,,,695,,,,,,,ho_attempt=1089 rach_attempt=511,,,
2026-07-01 08:01:00,XYZ407,,pm,PM_SNAPSHOT,SUCCESS,,,,10,,,711,,,,,,,ho_attempt=1914 rach_attempt=832,,,
2026-07-01 08:01:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,8,,,381,,,,,,,ho_attempt=1638 rach_attempt=552,,,
2026-07-01 08:01:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,3,,,651,,,,,,,ho_attempt=524 rach_attempt=461,,,
2026-07-01 08:01:00,XYZ404,,pm,PM_SNAPSHOT,SUCCESS,,,,13,,,558,,,,,,,ho_attempt=1986 rach_attempt=296,,,
2026-07-01 08:01:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,13,,,622,,,,,,,ho_attempt=1701 rach_attempt=879,,,
2026-07-01 08:01:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,10,,,227,,,,,,,ho_attempt=705 rach_attempt=592,,,
2026-07-01 08:01:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,4,,,399,,,,,,,ho_attempt=1746 rach_attempt=224,,,
2026-07-01 08:02:00,XYZ409,,pm,PM_SNAPSHOT,FAIL,,,,7,,,589,,,,,,,ho_attempt=1075 rach_attempt=622,,,
2026-07-01 08:02:00,XYZ410,,pm,PM_SNAPSHOT,SUCCESS,,,,6,,,701,,,,,,,ho_attempt=1939 rach_attempt=884,,,
2026-07-01 08:02:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,12,,,620,,,,,,,ho_attempt=1163 rach_attempt=983,,,
2026-07-01 08:02:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,14,,,243,,,,,,,ho_attempt=1879 rach_attempt=969,,,
2026-07-01 08:02:00,XYZ402,,pm,PM_SNAPSHOT,SUCCESS,,,,4,,,145,,,,,,,ho_attempt=510 rach_attempt=580,,,
2026-07-01 08:02:00,XYZ405,,pm,PM_SNAPSHOT,SUCCESS,,,,1,,,478,,,,,,,ho_attempt=996 rach_attempt=259,,,
2026-07-01 08:02:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,13,,,769,,,,,,,ho_attempt=516 rach_attempt=318,,,
2026-07-01 08:02:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,14,,,717,,,,,,,ho_attempt=1313 rach_attempt=279,,,
2026-07-01 08:02:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,4,,,786,,,,,,,ho_attempt=1209 rach_attempt=272,,,
2026-07-01 08:03:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,10,,,210,,,,,,,ho_attempt=1741 rach_attempt=467,,,
2026-07-01 08:03:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,9,,,98,,,,,,,ho_attempt=1372 rach_attempt=548,,,
2026-07-01 08:03:00,XYZ402,,pm,PM_SNAPSHOT,SUCCESS,,,,13,,,673,,,,,,,ho_attempt=724 rach_attempt=535,,,
2026-07-01 08:03:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,14,,,508,,,,,,,ho_attempt=1373 rach_attempt=758,,,
2026-07-01 08:03:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,4,,,313,,,,,,,ho_attempt=777 rach_attempt=864,,,
2026-07-01 08:03:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,1,,,752,,,,,,,ho_attempt=1262 rach_attempt=837,,,
2026-07-01 08:03:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,12,,,174,,,,,,,ho_attempt=1676 rach_attempt=412,,,
2026-07-01 08:03:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,12,,,714,,,,,,,ho_attempt=1251 rach_attempt=732,,,
2026-07-01 08:04:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,15,,,536,,,,,,,ho_attempt=723 rach_attempt=584,,,
2026-07-01 08:04:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,6,,,360,,,,,,,ho_attempt=1612 rach_attempt=825,,,
2026-07-01 08:04:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,3,,,789,,,,,,,ho_attempt=1446 rach_attempt=747,,,
2026-07-01 08:05:00,XYZ404,,pm,PM_SNAPSHOT,SUCCESS,,,,13,,,108,,,,,,,ho_attempt=1686 rach_attempt=330,,,
2026-07-01 08:05:00,XYZ407,,pm,PM_SNAPSHOT,SUCCESS,,,,9,,,282,,,,,,,ho_attempt=1508 rach_attempt=428,,,
2026-07-01 09:00:00,XYZ401,,pm,PM_SNAPSHOT,SUCCESS,,,,3,,,487,,,,,,,ho_attempt=1732 rach_attempt=269,,,
2026-07-01 09:00:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,6,,,84,,,,,,,ho_attempt=1206 rach_attempt=573,,,
2026-07-01 09:00:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,15,,,314,,,,,,,ho_attempt=1435 rach_attempt=466,,,
2026-07-01 09:00:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,4,,,525,,,,,,,ho_attempt=817 rach_attempt=820,,,
2026-07-01 09:00:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,8,,,624,,,,,,,ho_attempt=1387 rach_attempt=681,,,
2026-07-01 09:00:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,5,,,741,,,,,,,ho_attempt=1262 rach_attempt=563,,,
2026-07-01 09:00:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,13,,,132,,,,,,,ho_attempt=1872 rach_attempt=836,,,
2026-07-01 09:00:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,7,,,425,,,,,,,ho_attempt=664 rach_attempt=307,,,
2026-07-01 09:00:00,XYZ409,,pm,PM_SNAPSHOT,SUCCESS,,,,15,,,173,,,,,,,ho_attempt=975 rach_attempt=950,,,
2026-07-01 09:00:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,14,,,211,,,,,,,ho_attempt=540 rach_attempt=813,,,
2026-07-01 09:01:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,10,,,56,,,,,,,ho_attempt=528 rach_attempt=599,,,
2026-07-01 09:01:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,1,,,345,,,,,,,ho_attempt=1489 rach_attempt=852,,,
2026-07-01 09:01:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,13,,,232,,,,,,,ho_attempt=1257 rach_attempt=659,,,
2026-07-01 09:01:00,XYZ402,,pm,PM_SNAPSHOT,SUCCESS,,,,12,,,598,,,,,,,ho_attempt=1063 rach_attempt=441,,,
2026-07-01 09:01:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,13,,,300,,,,,,,ho_attempt=1894 rach_attempt=440,,,
2026-07-01 09:01:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,1,,,481,,,,,,,ho_attempt=1133 rach_attempt=847,,,
2026-07-01 09:01:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,14,,,152,,,,,,,ho_attempt=1562 rach_attempt=618,,,
2026-07-01 09:02:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,6,,,693,,,,,,,ho_attempt=1752 rach_attempt=798,,,
2026-07-01 09:02:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,4,,,322,,,,,,,ho_attempt=539 rach_attempt=209,,,
2026-07-01 09:02:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,9,,,770,,,,,,,ho_attempt=926 rach_attempt=785,,,
2026-07-01 09:02:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,12,,,163,,,,,,,ho_attempt=859 rach_attempt=389,,,
2026-07-01 09:02:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,13,,,381,,,,,,,ho_attempt=1723 rach_attempt=598,,,
2026-07-01 09:02:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,1,,,153,,,,,,,ho_attempt=1750 rach_attempt=501,,,
2026-07-01 09:02:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,14,,,80,,,,,,,ho_attempt=792 rach_attempt=718,,,
2026-07-01 09:03:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,11,,,428,,,,,,,ho_attempt=561 rach_attempt=793,,,
2026-07-01 09:03:00,XYZ408,,pm,PM_SNAPSHOT,SUCCESS,,,,9,,,461,,,,,,,ho_attempt=954 rach_attempt=699,,,
2026-07-01 09:03:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,2,,,424,,,,,,,ho_attempt=1872 rach_attempt=862,,,
2026-07-01 09:03:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,10,,,162,,,,,,,ho_attempt=1719 rach_attempt=687,,,
2026-07-01 09:03:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,3,,,429,,,,,,,ho_attempt=1598 rach_attempt=806,,,
2026-07-01 09:04:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,13,,,775,,,,,,,ho_attempt=1824 rach_attempt=331,,,
2026-07-01 09:04:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,6,,,719,,,,,,,ho_attempt=1292 rach_attempt=310,,,
2026-07-01 09:04:00,XYZ407,,pm,PM_SNAPSHOT,SUCCESS,,,,15,,,167,,,,,,,ho_attempt=1582 rach_attempt=248,,,
2026-07-01 09:04:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,15,,,149,,,,,,,ho_attempt=513 rach_attempt=277,,,
2026-07-01 09:04:00,XYZ410,,pm,PM_SNAPSHOT,SUCCESS,,,,7,,,548,,,,,,,ho_attempt=921 rach_attempt=549,,,
2026-07-01 09:05:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,4,,,617,,,,,,,ho_attempt=1300 rach_attempt=897,,,
2026-07-01 09:05:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,6,,,171,,,,,,,ho_attempt=1418 rach_attempt=257,,,
2026-07-01 09:05:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,14,,,327,,,,,,,ho_attempt=1385 rach_attempt=797,,,
2026-07-01 09:05:00,XYZ410,,pm,PM_SNAPSHOT,SUCCESS,,,,4,,,427,,,,,,,ho_attempt=1107 rach_attempt=924,,,
2026-07-01 09:06:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,12,,,342,,,,,,,ho_attempt=1052 rach_attempt=939,,,
2026-07-01 09:06:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,10,,,203,,,,,,,ho_attempt=1187 rach_attempt=239,,,
2026-07-01 09:06:00,XYZ410,,pm,PM_SNAPSHOT,SUCCESS,,,,15,,,736,,,,,,,ho_attempt=984 rach_attempt=849,,,
2026-07-01 09:07:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,12,,,82,,,,,,,ho_attempt=977 rach_attempt=395,,,
2026-07-01 10:00:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,13,,,219,,,,,,,ho_attempt=1271 rach_attempt=692,,,
2026-07-01 10:00:00,XYZ402,,pm,PM_SNAPSHOT,SUCCESS,,,,10,,,625,,,,,,,ho_attempt=970 rach_attempt=836,,,
2026-07-01 10:00:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,5,,,268,,,,,,,ho_attempt=1698 rach_attempt=644,,,
2026-07-01 10:00:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,14,,,158,,,,,,,ho_attempt=626 rach_attempt=793,,,
2026-07-01 10:00:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,2,,,437,,,,,,,ho_attempt=931 rach_attempt=354,,,
2026-07-01 10:00:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,14,,,595,,,,,,,ho_attempt=1702 rach_attempt=626,,,
2026-07-01 10:00:00,XYZ407,,pm,PM_SNAPSHOT,SUCCESS,,,,2,,,421,,,,,,,ho_attempt=1160 rach_attempt=821,,,
2026-07-01 10:00:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,7,,,50,,,,,,,ho_attempt=1586 rach_attempt=355,,,
2026-07-01 10:00:00,XYZ409,,pm,PM_SNAPSHOT,SUCCESS,,,,6,,,138,,,,,,,ho_attempt=681 rach_attempt=425,,,
2026-07-01 10:00:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,9,,,245,,,,,,,ho_attempt=1457 rach_attempt=963,,,
2026-07-01 10:01:00,XYZ410,,pm,PM_SNAPSHOT,SUCCESS,,,,1,,,392,,,,,,,ho_attempt=1668 rach_attempt=943,,,
2026-07-01 10:01:00,XYZ409,,pm,PM_SNAPSHOT,SUCCESS,,,,12,,,637,,,,,,,ho_attempt=1025 rach_attempt=624,,,
2026-07-01 10:01:00,XYZ407,,pm,PM_SNAPSHOT,SUCCESS,,,,2,,,102,,,,,,,ho_attempt=1796 rach_attempt=797,,,
2026-07-01 10:01:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,11,,,670,,,,,,,ho_attempt=1470 rach_attempt=323,,,
2026-07-01 10:01:00,XYZ408,,pm,PM_SNAPSHOT,SUCCESS,,,,7,,,798,,,,,,,ho_attempt=629 rach_attempt=714,,,
2026-07-01 10:01:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,11,,,671,,,,,,,ho_attempt=1531 rach_attempt=881,,,
2026-07-01 10:01:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,12,,,148,,,,,,,ho_attempt=1784 rach_attempt=441,,,
2026-07-01 10:01:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,7,,,427,,,,,,,ho_attempt=965 rach_attempt=604,,,
2026-07-01 10:01:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,11,,,584,,,,,,,ho_attempt=1447 rach_attempt=559,,,
2026-07-01 10:01:00,XYZ403,,pm,PM_SNAPSHOT,SUCCESS,,,,13,,,396,,,,,,,ho_attempt=1433 rach_attempt=408,,,
2026-07-01 10:02:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,10,,,486,,,,,,,ho_attempt=1291 rach_attempt=335,,,
2026-07-01 10:02:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,7,,,343,,,,,,,ho_attempt=1228 rach_attempt=219,,,
2026-07-01 10:02:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,2,,,90,,,,,,,ho_attempt=905 rach_attempt=749,,,
2026-07-01 10:02:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,1,,,122,,,,,,,ho_attempt=1481 rach_attempt=666,,,
2026-07-01 10:02:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,8,,,740,,,,,,,ho_attempt=1088 rach_attempt=254,,,
2026-07-01 10:02:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,6,,,103,,,,,,,ho_attempt=1423 rach_attempt=273,,,
2026-07-01 10:02:00,XYZ407,,pm,PM_SNAPSHOT,SUCCESS,,,,11,,,439,,,,,,,ho_attempt=1280 rach_attempt=685,,,
2026-07-01 10:02:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,3,,,514,,,,,,,ho_attempt=1199 rach_attempt=551,,,
2026-07-01 10:03:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,2,,,537,,,,,,,ho_attempt=1415 rach_attempt=323,,,
2026-07-01 10:03:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,11,,,282,,,,,,,ho_attempt=1807 rach_attempt=376,,,
2026-07-01 10:03:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,8,,,613,,,,,,,ho_attempt=1582 rach_attempt=810,,,
2026-07-01 10:03:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,1,,,150,,,,,,,ho_attempt=1893 rach_attempt=549,,,
2026-07-01 10:03:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,14,,,237,,,,,,,ho_attempt=919 rach_attempt=607,,,
2026-07-01 10:03:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,11,,,665,,,,,,,ho_attempt=760 rach_attempt=929,,,
2026-07-01 10:03:00,XYZ403,,pm,PM_SNAPSHOT,SUCCESS,,,,10,,,299,,,,,,,ho_attempt=630 rach_attempt=605,,,
2026-07-01 10:04:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,4,,,104,,,,,,,ho_attempt=1821 rach_attempt=889,,,
2026-07-01 10:04:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,9,,,307,,,,,,,ho_attempt=871 rach_attempt=316,,,
2026-07-01 10:04:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,10,,,705,,,,,,,ho_attempt=1383 rach_attempt=662,,,
2026-07-01 10:05:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,2,,,566,,,,,,,ho_attempt=848 rach_attempt=634,,,
2026-07-01 10:05:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,6,,,380,,,,,,,ho_attempt=1937 rach_attempt=207,,,
2026-07-01 10:06:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,2,,,529,,,,,,,ho_attempt=1746 rach_attempt=966,,,
2026-07-01 10:07:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,6,,,326,,,,,,,ho_attempt=1951 rach_attempt=995,,,
2026-07-01 11:00:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,13,,,90,,,,,,,ho_attempt=1705 rach_attempt=220,,,
2026-07-01 11:00:00,XYZ409,,pm,PM_SNAPSHOT,FAIL,,,,6,,,502,,,,,,,ho_attempt=1752 rach_attempt=342,,,
2026-07-01 11:00:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,6,,,582,,,,,,,ho_attempt=1629 rach_attempt=596,,,
2026-07-01 11:00:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,8,,,475,,,,,,,ho_attempt=1332 rach_attempt=783,,,
2026-07-01 11:00:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,13,,,543,,,,,,,ho_attempt=1642 rach_attempt=366,,,
2026-07-01 11:00:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,11,,,738,,,,,,,ho_attempt=1519 rach_attempt=855,,,
2026-07-01 11:00:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,4,,,689,,,,,,,ho_attempt=1883 rach_attempt=490,,,
2026-07-01 11:00:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,7,,,535,,,,,,,ho_attempt=1954 rach_attempt=976,,,
2026-07-01 11:00:00,XYZ403,,pm,PM_SNAPSHOT,FAIL,,,,8,,,258,,,,,,,ho_attempt=1300 rach_attempt=735,,,
2026-07-01 11:00:00,XYZ402,,pm,PM_SNAPSHOT,FAIL,,,,15,,,603,,,,,,,ho_attempt=715 rach_attempt=426,,,
2026-07-01 11:01:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,15,,,600,,,,,,,ho_attempt=568 rach_attempt=699,,,
2026-07-01 11:01:00,XYZ402,,pm,PM_SNAPSHOT,SUCCESS,,,,9,,,470,,,,,,,ho_attempt=615 rach_attempt=699,,,
2026-07-01 11:01:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,4,,,173,,,,,,,ho_attempt=1833 rach_attempt=412,,,
2026-07-01 11:01:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,6,,,223,,,,,,,ho_attempt=1020 rach_attempt=907,,,
2026-07-01 11:01:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,7,,,410,,,,,,,ho_attempt=533 rach_attempt=553,,,
2026-07-01 11:01:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,7,,,456,,,,,,,ho_attempt=1509 rach_attempt=497,,,
2026-07-01 11:01:00,XYZ409,,pm,PM_SNAPSHOT,FAIL,,,,7,,,151,,,,,,,ho_attempt=1336 rach_attempt=903,,,
2026-07-01 11:01:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,6,,,704,,,,,,,ho_attempt=1612 rach_attempt=874,,,
2026-07-01 11:01:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,8,,,703,,,,,,,ho_attempt=968 rach_attempt=872,,,
2026-07-01 11:02:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,6,,,233,,,,,,,ho_attempt=614 rach_attempt=607,,,
2026-07-01 11:02:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,3,,,130,,,,,,,ho_attempt=1434 rach_attempt=681,,,
2026-07-01 11:02:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,12,,,314,,,,,,,ho_attempt=880 rach_attempt=437,,,
2026-07-01 11:02:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,2,,,376,,,,,,,ho_attempt=983 rach_attempt=825,,,
2026-07-01 11:02:00,XYZ404,,pm,PM_SNAPSHOT,FAIL,,,,13,,,568,,,,,,,ho_attempt=1439 rach_attempt=718,,,
2026-07-01 11:02:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,14,,,470,,,,,,,ho_attempt=976 rach_attempt=808,,,
2026-07-01 11:02:00,XYZ406,,pm,PM_SNAPSHOT,FAIL,,,,11,,,683,,,,,,,ho_attempt=1420 rach_attempt=486,,,
2026-07-01 11:03:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,3,,,740,,,,,,,ho_attempt=506 rach_attempt=719,,,
2026-07-01 11:03:00,XYZ405,,pm,PM_SNAPSHOT,FAIL,,,,15,,,582,,,,,,,ho_attempt=1794 rach_attempt=561,,,
2026-07-01 11:03:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,13,,,71,,,,,,,ho_attempt=1365 rach_attempt=569,,,
2026-07-01 11:03:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,12,,,674,,,,,,,ho_attempt=1204 rach_attempt=291,,,
2026-07-01 11:03:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,11,,,407,,,,,,,ho_attempt=1653 rach_attempt=606,,,
2026-07-01 11:03:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,4,,,457,,,,,,,ho_attempt=1759 rach_attempt=433,,,
2026-07-01 11:04:00,XYZ410,,pm,PM_SNAPSHOT,FAIL,,,,1,,,222,,,,,,,ho_attempt=1477 rach_attempt=274,,,
2026-07-01 11:04:00,XYZ401,,pm,PM_SNAPSHOT,FAIL,,,,13,,,382,,,,,,,ho_attempt=613 rach_attempt=707,,,
2026-07-01 11:04:00,XYZ406,,pm,PM_SNAPSHOT,SUCCESS,,,,13,,,551,,,,,,,ho_attempt=1215 rach_attempt=382,,,
2026-07-01 11:04:00,XYZ407,,pm,PM_SNAPSHOT,FAIL,,,,13,,,153,,,,,,,ho_attempt=1918 rach_attempt=431,,,
2026-07-01 11:04:00,XYZ408,,pm,PM_SNAPSHOT,FAIL,,,,3,,,279,,,,,,,ho_attempt=1773 rach_attempt=817,,,
